0,0,0
0,0,0
0,0,0
0,268,0
0,0,0
0,249,0
0,355,0
0,636,0
0,0,0
0,617,0
0,556,0
0,512,0
354,0,0
0,249,0
0,0,0
0,0,0
281,591,0
0,504,0
0,218,0
0,0,0
0,0,0
0,649,0
0,0,0
0,0,0
348,617,0
0,367,0
0,0,539
0,249,0
261,0,0
22,0,0
0,0,0
0,638,0
0,490,0
0,593,0
0,0,0
0,636,81
0,615,0
0,0,0
0,0,0
0,660,0
0,0,0
0,355,0
0,0,0
0,0,0
0,649,0
0,0,0
0,0,0
359,660,0
0,0,0
0,504,0
340,660,0
0,0,0
0,521,0
0,0,0
352,0,0
0,0,0
380,552,0
0,557,0
0,615,499
0,0,0
0,638,0
0,660,0
0,0,0
0,0,0
0,0,0
129,0,0
0,646,0
0,0,0
0,615,0
0,469,0
0,0,0
0,0,0
41,547,9
0,0,0
0,0,0
314,0,0
0,183,0
0,0,0
0,660,0
0,0,0
0,595,0
0,0,0
0,0,0
0,132,0
0,0,0
261,482,0
0,593,0
0,649,0
0,595,0
0,646,0
0,516,0
0,615,0
0,646,0
0,0,0
0,384,0
0,0,0
0,177,0
0,0,0
0,0,0
0,0,0
0,0,0
369,0,0
369,669,296
0,636,0
0,0,0
0,636,0
0,0,0
0,0,0
0,646,0
0,0,0
0,0,0
353,0,0
0,529,147
0,0,0
345,0,0
0,0,0
0,0,0
0,0,0
0,638,156
67,552,0
0,638,0
0,62,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,549,0
0,362,0
372,638,0
0,0,0
0,0,0
0,0,0
0,617,0
0,355,0
0,0,0
0,0,0
0,0,0
265,512,566
0,0,0
0,0,0
0,0,0
0,593,0
0,249,0
314,617,0
345,0,0
307,595,0
0,549,0
0,0,0
0,0,0
0,0,0
0,593,0
0,556,0
0,0,0
0,0,0
0,636,0
0,562,0
0,0,0
0,638,0
0,355,0
0,355,0
0,0,0
0,355,0
0,0,0
0,0,0
0,0,0
0,0,0
0,521,0
0,97,0
0,0,0
0,0,0
0,177,0
0,490,0
0,595,0
312,0,0
0,646,0
0,617,0
340,619,0
379,515,0
0,0,0
0,482,0
0,0,0
0,0,0
39,617,0
0,516,0
347,668,0
0,547,0
0,0,0
329,0,0
0,0,0
0,0,0
0,0,0
0,617,0
0,291,0
323,0,0
0,0,0
0,0,0
353,593,0
0,646,0
0,0,0
0,521,0
0,0,0
307,0,0
0,0,0
0,660,0
0,0,0
380,646,217
0,636,0
0,0,0
0,0,0
41,0,9
323,408,225
372,549,0
295,638,0
0,0,0
0,0,0
0,638,0
0,0,0
0,0,0
0,111,0
0,660,0
372,355,0
0,237,156
0,0,0
0,0,0
323,638,0
0,0,0
0,0,0
195,670,542
0,0,0
0,111,0
327,0,0
312,0,0
0,384,0
0,0,0
37,490,0
0,516,0
0,490,0
0,660,0
0,0,0
0,649,0
0,0,0
0,0,0
0,0,0
0,0,0
0,547,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,646,0
372,0,0
0,556,0
0,0,0
380,0,217
0,0,0
0,111,0
0,111,0
0,111,0
0,0,0
0,547,0
0,111,0
0,649,0
0,556,0
0,249,0
0,0,0
0,619,0
0,615,0
0,0,0
26,649,0
0,0,0
0,0,0
289,547,0
0,646,0
0,0,0
0,141,0
0,132,0
0,0,0
0,0,0
0,638,0
0,62,0
0,0,0
0,595,0
0,0,0
0,0,0
0,0,0
354,562,0
0,0,0
0,0,0
0,247,0
0,0,0
0,0,0
0,660,0
0,0,0
0,44,0
0,660,0
0,615,0
0,0,0
0,0,0
0,0,0
0,595,0
0,529,0
0,0,0
361,0,0
0,0,0
0,0,0
0,0,0
261,0,0
0,0,0
0,547,0
0,0,0
0,638,0
0,291,0
0,646,0
0,0,0
0,0,0
0,0,0
0,638,0
0,636,0
0,0,0
24,591,0
0,0,0
0,0,0
0,0,0
0,0,0
339,247,526
0,0,0
0,0,0
0,660,0
354,218,0
0,0,0
0,0,0
0,0,0
281,0,0
0,615,0
0,591,0
0,0,0
0,0,0
0,636,0
296,291,0
0,615,499
0,0,0
0,0,0
0,638,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
312,0,0
0,0,0
377,0,0
0,646,0
0,490,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
