0,617,0
281,385,0
0,0,0
0,557,0
0,0,0
235,552,345
24,237,146
0,0,0
0,547,0
0,0,0
0,97,0
328,0,0
328,521,0
328,0,0
0,0,0
0,355,0
323,408,0
0,0,0
0,638,0
0,0,0
32,0,61
32,0,61
361,591,0
377,0,566
0,0,0
0,0,0
0,111,0
0,523,146
0,0,0
0,638,0
0,0,0
0,521,0
0,0,0
0,0,0
0,595,0
0,0,0
0,0,0
0,0,0
0,504,0
0,646,0
0,0,0
0,615,0
0,0,0
0,0,0
347,0,0
0,266,0
0,0,0
369,669,296
0,615,454
0,0,454
0,595,0
296,0,0
347,668,0
0,0,0
0,552,0
0,0,0
329,0,0
343,549,0
0,355,0
195,670,542
0,0,0
0,468,0
352,0,504
0,556,0
379,549,573
0,562,0
0,0,0
0,0,0
0,0,0
347,668,539
0,266,0
0,0,0
0,307,0
235,0,345
0,367,0
0,0,0
0,0,0
0,0,0
0,490,0
0,0,0
0,0,0
0,0,0
0,0,0
361,0,0
0,0,0
0,0,0
0,0,0
0,515,0
0,638,0
0,0,0
379,512,573
379,529,573
0,660,0
0,0,0
0,615,0
230,660,0
0,0,0
0,0,0
0,593,0
0,0,0
268,0,0
0,0,0
0,504,0
0,0,0
327,0,0
361,595,0
0,595,0
0,0,0
0,617,0
0,0,0
0,0,0
0,0,0
0,0,0
0,504,0
22,638,0
0,0,0
0,0,0
0,0,0
0,646,0
0,595,322
0,552,0
0,367,0
0,646,0
359,515,0
0,0,0
0,0,0
0,0,0
0,0,0
0,515,0
0,0,0
0,523,0
289,0,0
0,636,0
0,0,0
0,0,0
0,0,0
365,0,375
365,0,375
0,266,0
0,355,0
0,660,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,556,0
0,0,0
347,0,0
329,307,0
0,0,0
343,0,0
0,355,0
0,0,0
0,0,0
0,521,0
348,649,0
0,0,0
0,615,0
0,646,0
340,0,0
0,0,0
0,0,0
0,549,0
0,549,0
0,0,0
0,615,0
0,183,0
0,0,0
0,367,0
0,521,0
0,0,0
0,660,0
67,0,0
0,646,0
0,595,322
365,556,0
0,459,0
0,615,0
377,0,566
265,638,566
0,0,0
268,512,0
268,600,0
0,0,0
0,617,0
0,0,0
0,0,0
339,649,526
0,600,0
0,367,0
37,516,0
0,0,0
0,367,0
0,141,0
0,459,0
0,615,0
0,646,0
0,0,0
0,0,0
0,44,0
0,0,0
0,0,0
0,0,0
0,0,0
0,619,0
295,0,0
0,638,0
314,0,0
0,649,0
289,617,0
0,0,0
0,0,0
0,0,0
0,0,0
340,183,526
0,0,0
0,0,0
0,0,81
0,0,0
361,0,0
0,0,0
0,552,0
230,0,416
230,660,416
0,646,0
0,0,0
0,646,0
0,268,0
348,619,0
0,0,0
0,595,0
0,660,0
0,0,0
0,0,0
307,0,0
0,0,0
0,0,0
0,384,0
0,556,0
372,619,0
0,0,0
0,562,0
0,595,0
0,521,0
0,0,0
0,649,0
0,0,0
0,646,0
39,0,0
0,516,0
0,646,0
0,0,0
0,0,0
0,0,0
0,111,0
0,0,0
339,646,0
0,0,0
0,0,0
0,556,147
0,504,0
379,591,0
0,0,0
0,595,0
0,291,0
348,0,0
0,0,0
312,0,0
353,362,0
0,0,0
0,0,0
0,615,0
0,660,0
0,468,0
0,367,0
323,562,225
0,646,0
0,521,0
26,649,0
0,504,0
0,649,0
0,646,0
230,384,0
0,0,0
0,617,0
352,0,504
0,237,0
327,367,0
0,177,0
0,638,0
0,0,0
0,595,0
0,0,0
0,141,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
275,562,0
275,562,0
0,0,0
0,266,0
0,549,0
0,0,0
323,638,0
0,0,0
0,523,0
0,595,0
0,0,0
340,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,529,0
0,529,0
0,0,0
86,125,84
86,125,84
0,0,0
0,516,0
0,595,0
0,0,0
0,595,0
0,593,0
0,0,0
0,615,0
0,646,0
0,0,0
0,0,0
0,638,0
0,0,0
0,490,0
0,0,0
0,0,0
0,0,0
0,0,0
0,660,0
0,367,0
380,0,217
0,469,0
129,385,0
0,0,0
