0,0,0,2,0,4,0,0,0,3,0,28,6,1,1,0,1,1,0,2,0,0,1,0,50,0,1,0,2,0,0,0,0,1,4,0,48,0,2,0,0,2,0,0,0,0,0,0,0,1,15,25,19,0,6,0,2,0,1,0,4,0,2,2,12,0,2,0,95,0,0,1,0,0,0,0,0,0,2,0,2,0,0,56,0,0,3,19,0,0,68,3,7,0,11,0,0,0,0,0,0,3,1,6,0,4,258,0,0,1,0,0,0,0,2,0,0,2,0,0,0,3,0,0,0,26,3,0,5,0,42,0,0,0,3,0,0,0,0,0,55,2,0,2,1,0,0,6,2,0,10,18,0,12,2,1,0,0,0,2,62,90,2,23,0,2,0,0,0,5,29,0,2,1,8,21,0,0,5,0,179,58,0,0,0,2,1,8,0,2,0,0,1,1,0,4,2,0,0,13,1,17,8,352,3,164,4,0,0,0,2,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,4,0,0,0,11,6,0,0,0,0,0,12,0,0,0,55,2,0,4,0,0,0,1,0,0,10,6,1,3,3,0,0,0,16,7,0,0,0,4,0,6,1,3,9,0,3,4,429,0,1,0,7,0,0,1,0,1,1,0,0,0,14,8,8,4,0,0,0,0,1,3,0,0,0,0,0,2,0,73,61,0,0,28,2,1,5,0,7,0,0,0,101,0,1,63,1,0,3,0,324,0,0,0,0,0,0,0,6,3,0,5,12,1,6,0,292,0,0,0,36,0,0,0,2,16,10,10,2,1,1,317,0,4,0,1,1,0,24,0,3,8,1,0,0,12,2,0,2,0,0,1,0,0,1,0,3,0,1,1,5,1,1,0,255,8,3,1,48,0,0,0,0,87,0,40,0,1,0,0,5,20,1,0,5,0,5,1,0,1,1,2,0,2,2,0,1,15,0,5,1,2,0,3,0,1,345,5,1,2,3,2,0,0,0,0,1,23,0,0,4,0,0,1,0,42,1,0,0,0,0,10,1,14,4,0,0,5,171,3,0,0,0,4,0,0,1,0,0,376,4,3,4,0,0,0,0,0,0,0,2,25,1,1,1,167,0,0,0,10,1,0,0,0,0,0,0,3,0,0,193,2,0,38,2,1,0,194,2,9,0,14,1,0,16,0,247,5,1,0,1,0,0,1,2,0,6,0,0,0,1,7,12,122,1,0,9,44,0,0,0,0,0,0,0,3,0,0,0,0,0,13,87,0,3,0,0,0,1,0,1,8,2,0,2,1,7,0,0,0,3,0,11,0,1,0,11,0,0,0,0,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,505,15,10,1,18,154,0,0,0,0,5,2,0,0,0,0,0,73,0,0,0,28,0,72,3,10,55,0,0,203,1,4,0,5,0,0,0,0,15,134,0,0,1,0,0,0,14,0,2,0,40,202,7,0,0,2,0,0,0,0,10,0,0,3,0,43,0,0,0,0,0,0,76,0
0,0,0,0,0,32,0,0,0,0,0,0,1,1,0,0,55,0,1,0,0,3,91,0,0,0,0,1,0,0,8,2,0,32,7,0,0,0,4,0,0,3,37,0,0,0,17,2,0,2,0,0,2,0,0,0,108,0,0,0,0,0,1,63,31,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,22,0,0,0,0,0,35,0,0,43,0,0,0,0,1,16,10,0,1,0,0,0,32,7,0,2,0,0,0,27,0,0,1,3,5,0,0,1,14,0,0,64,0,0,47,1,97,1,0,0,2,1,0,0,1,0,0,13,0,0,0,0,0,0,1,5,0,1,0,1,0,0,8,1,0,0,0,0,106,79,0,0,0,15,0,0,1,1,8,0,2,0,0,0,0,0,4,20,25,0,9,10,0,2,1,1,2,0,3,29,0,0,0,1,25,0,0,0,0,29,41,34,0,1,0,1,6,16,0,0,3,0,0,1,9,7,14,44,0,2,0,0,10,1,37,0,2,0,0,0,4,0,0,16,3,0,0,1,2,4,0,0,15,0,0,2,0,0,0,0,0,0,0,2,0,9,0,2,0,2,0,0,0,61,2,0,0,0,0,0,0,1,0,55,0,0,0,1,6,3,0,16,1,0,6,0,0,17,0,43,1,0,13,1,0,0,0,0,0,67,0,0,6,30,1,12,0,0,0,0,9,0,0,0,0,4,0,5,110,0,2,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,225,0,0,0,0,5,0,7,2,0,0,13,2,22,0,0,18,0,1781,0,25,1,0,0,1,1,0,3,0,1,1,1,0,0,0,1,0,0,0,134,0,0,0,0,141,1,0,0,0,14,0,1,0,14,0,0,0,2,5,0,0,0,0,1,0,1,5,0,12,0,0,0,0,0,0,30,18,0,0,0,0,10,0,0,1,19,17,9,0,0,0,2,0,0,0,3,0,0,0,0,0,34,28,0,70,0,14,0,0,0,0,0,41,0,2,0,0,0,0,2,0,10,0,0,0,0,0,13,2,0,0,0,0,0,0,0,2,0,14,29,1,0,0,0,1,0,0,101,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,11,10,0,0,0,0,1,33,0,0,0,112,0,0,1,28,1,0,0,1,6,1,0,91,0,0,1,1,3,4,0,0,5,0,0,2,0,0,0,11,0,188,2,0,2,50,0,0,0,0,0,0,0,0,32,0,0,0,0,0,7,40,0,7,0,0,1,19,0,0,0,7,2,0,0,0,0,12,0,13,0,0,0,1,0,0,0,0,0,0,34,0,0,0,1,0,14,0,0,1,0,0,0,0,0,0,56,0,0,0,0,97,0,0,1,1,4,26,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,41,0,0,1,0,1,0,0,2,0,0,0,25,14,2,0,14,8,0,15,0,1,0,1,8,0,1,1,15,0,0,0,0,0,6,5,0,5,0,19,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,126,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,56,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,90,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,1,7,0,0,0,0,0,9,16,8,2,0,0,18,0,0,1,0,76,0,12,0,1,0,0,5,2,0,0,0,5,5,0,0,0,0,1,6,0,1,0,0,0,33,208,0,3,1,0,0,1,0,3,14,0,0,0,0,9,3,0,0,0,0,0,0,0,1,0,0,0,54,0,3,27,0,0,0,9,0,2,1,1,11,0,169,0,7,0,65,13,13,52,3,140,8,0,2,12,0,0,0,12,6,0,0,2,0,0,1,2,0,0,0,0,3,4,0,74,0,0,0,2,0,27,11,0,0,0,1,55,0,1,2,0,1,0,48,0,0,18,3,0,10,26,0,1,2,2,6,53,0,0,0,20,9,1,0,1,9,0,4,26,3,4,4,0,5,0,34,19,8,27,139,50,0,0,0,0,5,24,21,55,7,2,5,4,33,3,2,2,0,0,0,1,3,9,0,5,0,1,0,11,0,0,1,8,0,24,0,0,1,0,2,0,0,3,0,0,5,0,10,8,5,22,0,30,1,0,1,58,0,0,1,0,1,0,1,0,0,0,11,0,0,19,9,0,0,0,1,85,2,0,0,11,0,0,0,0,0,0,0,20,1,0,0,0,4,0,2,28,34,1,15,8,0,3,0,1,0,14,0,9,8,0,6,0,0,1,0,0,1,0,4,1,1,0,0,8,0,11,14,0,0,0,0,16,0,0,0,0,1,6,2,25,0,0,0,0,67,0,0,3,34,0,0,0,0,0,0,0,0,2,0,0,0,1,0,23,0,7,2,0,25,0,960,126,3,7,1,0,0,1,1,25,0,0,23,8,8,1,15,0,3,0,0,2,1,1,0,0,61,0,0,2,0,13,1,1,0,0,0,2,91,19,9,0,0,30,0,2,203,2,0,2,0,0,0,25,0,9,63,22,32,0,19,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,2,14,2,0,0,0,5,0,0,0,4,5,0,0,13,2,24,19,0,6,6,0,0,4,2,0,0,55,0,0,0,0,15,0,3,1,8,1,1,44,0,2,0,0,0,0,4,137,0,8,37,1,1,5,0,0,0,0,0,15,0,19,0,0,0,2,0,1,1,5,3,2,0,34,6,0,2,0,0,4,0,0,249,0,0,2,0,0,0,7,0,7,15,10,0,2,5,265,0,5,2,16,1,0,0,0,5,2,5,0,0,10,1,0,0,0,0,21,1,0,10,5,0,0,10,0,0,0,2,1,16,18,0,0,0,0,14,0,22,0,0,0,2,0,11,2,4,130,89,0,0,1,2,0,0,0,22,0,15,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,61,0,0,3,0,8,1,51,0,0,2,0,0,1,0,0,0,0,0,7,0,36,0,0,1,0,0,3,0,0,0,0,11,0,30,0,1,31,6,2,0,22,0,1,0,2,3,71,0,0,4,6,0,0,4,0,19,5,6,9,1,0,0,0,0,0,0,0,0
0,0,0,1,0,131,0,0,0,0,0,29,27,48,51,0,0,1,0,0,0,35,1,0,0,0,0,0,0,38,0,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,8,0,5,2,1,32,0,0,31,39,0,233,0,0,0,0,0,4,8,0,0,0,93,1,44,1,17,0,2,0,0,1,0,3,14,0,0,0,1,0,4,35,0,9,7,3,18,0,0,268,1,0,21,236,1,0,0,80,0,0,0,0,0,24,0,0,1,0,0,0,0,63,0,0,8,0,1,0,0,0,1,0,0,0,1,8,0,0,0,0,135,31,0,0,223,0,0,4,0,1,0,0,21,0,38,0,0,0,0,0,0,1,0,0,9,25,0,2,0,0,0,0,8,0,0,0,204,1,0,7,76,0,0,0,1,46,0,0,0,18,0,18,1,0,195,0,1,96,0,1,0,0,39,0,20,0,6,0,0,0,0,0,0,0,2,2,1,0,0,16,0,0,53,88,0,0,0,0,10,0,4,0,20,0,0,61,0,0,0,91,0,2,5,0,0,0,0,0,251,5,0,0,0,0,0,15,0,0,14,0,10,22,36,0,0,74,1,45,1,0,0,0,1,0,0,36,0,0,0,0,0,0,0,0,1,32,0,0,1,2,0,0,0,53,28,0,0,6,43,122,95,0,0,0,0,0,0,0,0,77,0,0,0,25,0,0,0,0,0,0,0,6,57,0,26,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,24,1,0,0,42,0,0,0,0,76,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,13,0,193,0,0,1,0,66,0,0,0,0,0,0,0,6,0,72,10,0,0,0,0,0,27,1,6,0,0,0,0,3,0,23,65,0,0,0,0,0,1,1,0,0,61,0,13,0,0,3,0,0,54,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,0,0,0,30,0,0,1,0,0,0,0,0,0,0,3,169,0,25,0,25,1,4,0,18,17,0,48,1,0,0,26,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,40,56,0,92,7,3,36,2,0,0,0,0,0,0,0,0,0,427,11,0,0,23,0,0,4,4,0,0,3,2,0,23,0,17,0,36,0,0,0,0,0,0,0,4,26,73,0,0,1,0,0,0,6,40,2,0,2,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,15,0,58,0,8,0,0,0,0,17,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,50,0,5,0,0,12,32,0,0,0,1,0,0,2,29,0,1,11,0,0,0,0,37,0,2,0,2,0,0,24,1,15,0,0,0,1,40,0,0,0,5,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0
4,32,0,7,131,0,0,0,0,1,0,0,77,0,0,0,0,18,0,0,0,127,0,0,0,0,0,0,114,0,0,34,0,0,10,0,0,0,53,0,1,187,1,0,0,0,0,0,15,0,0,1,0,333,15,0,0,0,0,0,118,1,19,25,35,0,0,1,0,0,3,12,2076,0,0,0,0,0,0,0,10,0,12,0,0,0,23,2,0,50,55,48,0,2,94,171,29,0,0,0,1,0,0,40,0,0,0,0,0,15,0,0,32,43,17,0,10,55,347,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,107,2,2,0,0,0,11,0,2,0,0,0,13,8,0,26,64,0,16,0,0,0,24,0,0,0,1,0,0,1,37,0,21,0,5,0,0,0,2,0,58,0,0,0,0,0,9,0,502,0,3,21,14,0,0,16,0,12,0,0,0,0,0,25,47,10,1,0,0,0,0,0,0,0,0,0,54,0,20,0,366,22,85,9,2,5,0,0,0,0,31,0,0,0,6,13,23,2,0,0,0,0,7,0,0,0,56,0,0,4,0,0,142,0,0,9,0,0,0,16,29,6,0,0,0,206,37,191,0,0,0,57,58,0,0,38,0,67,0,0,38,15,0,0,13,0,0,2,0,0,0,0,35,38,0,2,0,13,1,1,0,0,6,9,0,0,1,0,0,0,0,15,0,0,0,1,0,0,0,0,8,49,0,8,0,0,1,16,0,13,0,2,0,0,3,0,29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,99,0,20,0,0,0,39,0,0,113,0,13,0,0,0,6,0,0,0,1,0,24,0,66,0,0,0,8,0,0,0,104,0,0,12,1,0,0,329,379,0,6,1,13,68,0,0,0,365,58,0,0,0,0,1,0,0,46,0,0,45,71,0,0,0,0,0,0,18,9,0,0,33,0,0,21,0,13,0,0,176,0,0,0,1,1,0,1,0,0,24,0,0,11,0,0,9,0,0,0,8,315,12,7,0,50,0,0,13,15,142,5,0,13,34,0,0,260,0,0,29,100,0,4,0,1,0,63,0,0,0,0,0,0,8,0,0,1,3,1,6,1,0,0,0,2,0,6,0,0,0,1,0,0,0,18,45,0,77,37,0,30,69,0,0,0,0,0,0,0,0,1,0,0,0,1,13,253,0,32,0,0,0,0,0,10,0,63,0,1,0,0,5,23,9,0,0,0,0,0,25,0,1,16,0,2,0,0,12,26,0,14,0,10,0,18,0,60,0,21,0,0,4,0,0,10,0,5,2,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2,0,0,5,12,0,0,4,0,0,17,0,0,0,0,7,66,0,0,57,0,0,0,4,0,0,0,6,0,0,98,0,0,19,4,0,84,0,0,2,31,0,0,24,0,0,0,0,0,52,9,0,0,1,0,4,0,0,0,0,4,152,0,12,0,0,0,15,0,38,87,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,2,2,11,0,0,1,0,1,25,0,1,0,0,3,0,1256,0,0,3,0,51,0,0,0,54,1,0,0,0,305,3,0,2,0,54,0,258,19,5,15,5,3,1,1,3,6,0,0,0,91,0,7,6,2,0,0,0,0,0,1,5,18,0,0,72,0,1,74,0,0,1,80,0,0,0,0,1,0,9,13,1,0,193,1,31,1,4,58,0,0,3,4,1,1,5,4,424,0,0,121,7,4,0,11,0,0,0,0,1,0,2,0,0,2,1,1,0,576,0,6,2,0,3,1,0,1,0,0,2,1,1,0,14,1,3,0,14,2,0,13,0,8,57,267,0,0,0,4,0,0,149,0,1,3,0,12,0,18,0,2,3,7,152,1,1,4,0,3,0,1,0,33,19,3,5,0,1,3,1,3,286,0,2,1,75,162,0,4,1,0,0,4,1,13,0,91,0,12,3,4,2,0,51,0,1,0,1,87,0,0,0,0,0,0,69,1,0,0,1,2,0,0,2,0,0,0,6,1,7,0,68,0,0,0,2,0,62,3,1,0,0,0,0,0,2,1,1,40,2,1,0,0,3,0,0,41,180,5,62,0,0,0,17,15,1,37,1,1,0,0,0,554,0,250,1,66,2,0,5,1,76,2,0,1,4,5,3,0,4,0,0,415,0,0,17,0,0,0,15,0,0,0,0,0,2,124,9,1,11,1,0,0,291,0,0,2,0,19,0,4,0,0,0,48,0,3,0,0,0,1,1,10,2,1,2,0,88,1,0,1,2,1,2,0,7,2,1,81,3,26,0,0,1,3,1,3,0,6,0,0,0,5,0,0,292,3,0,0,0,7,1,3,21,68,0,1,35,5,2,5,15,39,0,3,0,49,39,0,0,1,0,3,0,0,1,135,8,0,0,0,0,0,192,1,3,0,0,4,1,0,1,1,0,3,23,0,0,3,186,0,5,0,2,367,0,0,1,0,2,0,0,0,0,4,0,18,145,4,2,0,2,0,0,0,0,0,3,6,55,2,5,0,0,4,0,8,20,5,33,0,15,0,14,88,5,0,184,0,1,7,0,21,1,4,0,0,0,2,4,0,0,0,0,0,1,23,5,0,1,18,63,2,10,1,1,0,384,2,0,0,0,4,0,3,0,0,30,0,0,1,0,0,6,2,57,2,116,3,0,18,0,1,1,0,63,4,1,0,203,0,2,0,0,4,2,0,0,5,7,0,1,0,0,0,0,0,756,0,4,0,0,0,0,2,0,0,0,1,0,0,1,2,0,34,61,23,0,0,0,1,0,4,0,2,0,1,0,1,0,0,0,0,3,0,0,43,0,0,7,2,247,294,37,0,140,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,6,0,0,0,0,0,129,0,211,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,3,1047,0,0,0,0,0,2,0,1,1,2,181,1,2,4,0,0,284,0,0,0,0,0,0,0,0,22,0,14,1,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,1,23,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,1,5,0,0,0,0,26,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,28,0,47,2,0,0,0,2,0,29,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,2,47,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,61,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,18,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,73,3,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,605,0,0,0,0,0,0,0,0,0,0,20,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,490,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,158,0,0,1,0,0,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
3,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,4,0,0,5,0,1,0,0,0,1,0,0,1,5,10,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,16,0,0,1,0,6,0,4,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,123,0,0,0,0,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,6,0,12,0,0,0,0,1,0,0,19,0,0,0,5,0,16,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,5,0,1,0,2,1,22,0,0,0,0,0,2,0,20,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,41,3,5,0,0,0,0,0,0,0,0,9,388,1,1,0,0,0,0,0,3,27,0,0,0,0,0,0,0,1,0,0,0,0,86,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,4,0,16,259,0,0,0,0,0,0,0,0,0,12,0,0,0,47,8,1,0,4,0,0,1,7,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,34,9,5,0,0,5,0,0,0,0,1,0,4,0,0,0,1,0,0,0,2,1,30,2,0,0,0,0,26,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,2,0,0,0,0,0,1,0,0,0,0,0,23,0,0,11,0,312,0,0,0,38,0,1,1,0,0,0,0,0,15,0,0,0,2,4,286,0,0,0,0,0,12,0,0,2,3,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,320,0,0,0,0,0,0,31,0,0,0,0,0,0,2,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,39,0,2,0,17,0,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,357,0,0,0,2,0,0,0,0,0,0,0,19,0,15,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,41,18,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,52,0,0,0,0,0,1,3,0,0,0,0,2,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
